filename,width,height,class,xmin,ymin,xmax,ymax
4028_jpg.rf.623ee63c36074c1a66d49505d242674c.jpg,416,416,car,235,220,285,288
4028_jpg.rf.623ee63c36074c1a66d49505d242674c.jpg,416,416,car,154,147,182,176
4028_jpg.rf.623ee63c36074c1a66d49505d242674c.jpg,416,416,car,197,179,224,218
4028_jpg.rf.623ee63c36074c1a66d49505d242674c.jpg,416,416,car,82,134,99,148
4028_jpg.rf.623ee63c36074c1a66d49505d242674c.jpg,416,416,car,124,124,140,143
4028_jpg.rf.623ee63c36074c1a66d49505d242674c.jpg,416,416,car,271,128,293,151
4028_jpg.rf.623ee63c36074c1a66d49505d242674c.jpg,416,416,car,89,110,104,126
4028_jpg.rf.623ee63c36074c1a66d49505d242674c.jpg,416,416,car,111,105,123,115
4028_jpg.rf.623ee63c36074c1a66d49505d242674c.jpg,416,416,truck,96,82,105,93
00024015_jpg.rf.631e2a5e1e8fb39399873f798cf0ff88.jpg,416,416,container,2,2,375,378
0001_jpg.rf.62e4a0e73c48f4cc16819af675386cd0.jpg,416,416,container,56,108,343,354
4167_jpg.rf.638d0c1076f484f21a66694793645738.jpg,416,416,bus,126,106,291,293
4167_jpg.rf.638d0c1076f484f21a66694793645738.jpg,416,416,car,72,98,128,138
00022752_jpg.rf.638ef70aa8d7af307a674cb675c418cd.jpg,416,416,truck,17,57,384,355
1204_jpg.rf.634dd2142e69e98a7ada841bf18644a6.jpg,416,416,car,130,248,156,278
1204_jpg.rf.634dd2142e69e98a7ada841bf18644a6.jpg,416,416,truck,160,206,174,233
1204_jpg.rf.634dd2142e69e98a7ada841bf18644a6.jpg,416,416,truck,161,224,201,325
1204_jpg.rf.634dd2142e69e98a7ada841bf18644a6.jpg,416,416,truck,229,188,245,217
1204_jpg.rf.634dd2142e69e98a7ada841bf18644a6.jpg,416,416,car,177,195,186,208
1204_jpg.rf.634dd2142e69e98a7ada841bf18644a6.jpg,416,416,car,183,189,188,195
1204_jpg.rf.634dd2142e69e98a7ada841bf18644a6.jpg,416,416,container,188,191,201,215
1204_jpg.rf.634dd2142e69e98a7ada841bf18644a6.jpg,416,416,truck,205,184,216,202
1204_jpg.rf.634dd2142e69e98a7ada841bf18644a6.jpg,416,416,container,195,177,203,189
1204_jpg.rf.634dd2142e69e98a7ada841bf18644a6.jpg,416,416,truck,304,179,312,184
4204_jpg.rf.63a06479cf70ea140be20a1a80654934.jpg,416,416,bus,306,145,409,223
4204_jpg.rf.63a06479cf70ea140be20a1a80654934.jpg,416,416,bus,136,90,307,331
00020247---Copy_jpg.rf.6254e80e5c05658577b2cbfec5a8fb46.jpg,416,416,truck,35,78,415,377
00009005_jpg.rf.61f88e713679ad882e9db56411ccb9ec.jpg,416,416,truck,68,59,413,389
00000293_jpg.rf.62cf52cf9eb189f86a3fdb3ba27d4fca.jpg,416,416,car,42,127,389,388
00019090_jpg.rf.63fbd8dd25af0a285dd6eee7362e223a.jpg,416,416,truck,25,69,380,353
00458982_jpg.rf.637e69e61b4f1365ce8839d1d762cb09.jpg,416,416,truck,88,143,320,330
00014322_jpg.rf.6363770f82a6ffb6101a60a0447339d2.jpg,416,416,truck,58,1,387,352
2004_jpg.rf.631dfe2cc3e840038914375b846dc75f.jpg,416,416,truck,239,212,261,268
2004_jpg.rf.631dfe2cc3e840038914375b846dc75f.jpg,416,416,car,384,269,414,304
2004_jpg.rf.631dfe2cc3e840038914375b846dc75f.jpg,416,416,container,200,223,234,352
2004_jpg.rf.631dfe2cc3e840038914375b846dc75f.jpg,416,416,truck,162,202,180,228
2004_jpg.rf.631dfe2cc3e840038914375b846dc75f.jpg,416,416,truck,210,184,220,209
00439965_jpg.rf.61f419c699d666ddec05faf662280dbd.jpg,416,416,bus,23,32,390,387
00020361_jpg.rf.6466c232e9f015f00b0e3e758de979bc.jpg,416,416,truck,2,83,371,383
2028_jpg.rf.64262c5e1d022dc9fe64002f824ac133.jpg,416,416,truck,283,227,305,275
2028_jpg.rf.64262c5e1d022dc9fe64002f824ac133.jpg,416,416,truck,269,205,282,232
2028_jpg.rf.64262c5e1d022dc9fe64002f824ac133.jpg,416,416,truck,230,215,249,258
2028_jpg.rf.64262c5e1d022dc9fe64002f824ac133.jpg,416,416,car,221,215,229,227
2028_jpg.rf.64262c5e1d022dc9fe64002f824ac133.jpg,416,416,truck,208,195,218,211
2028_jpg.rf.64262c5e1d022dc9fe64002f824ac133.jpg,416,416,truck,250,190,258,211
2028_jpg.rf.64262c5e1d022dc9fe64002f824ac133.jpg,416,416,truck,237,191,246,210
2028_jpg.rf.64262c5e1d022dc9fe64002f824ac133.jpg,416,416,container,141,180,164,199
4185_jpg.rf.64296eeb0fb9eb956dba00c489dbb76d.jpg,416,416,car,281,224,379,320
4185_jpg.rf.64296eeb0fb9eb956dba00c489dbb76d.jpg,416,416,bus,88,107,273,325
4185_jpg.rf.64296eeb0fb9eb956dba00c489dbb76d.jpg,416,416,car,143,62,181,109
4185_jpg.rf.64296eeb0fb9eb956dba00c489dbb76d.jpg,416,416,car,73,23,114,76
4185_jpg.rf.64296eeb0fb9eb956dba00c489dbb76d.jpg,416,416,car,28,25,56,51
4185_jpg.rf.64296eeb0fb9eb956dba00c489dbb76d.jpg,416,416,car,42,2,85,28
4177_jpg.rf.643f4927d9e38eea3c1ad60e11494a5b.jpg,416,416,motorbike,334,99,355,148
4177_jpg.rf.643f4927d9e38eea3c1ad60e11494a5b.jpg,416,416,bus,146,110,305,343
00000553_jpg.rf.651a02bba06acf22263187180188a516.jpg,416,416,car,31,84,373,396
00000346_jpg.rf.64e919e6419c24ae9da7df4786a8e4cc.jpg,416,416,car,21,114,369,414
2045_jpg.rf.647b40f7fdb02b679956938cc0abcc6e.jpg,416,416,truck,258,254,297,371
2045_jpg.rf.647b40f7fdb02b679956938cc0abcc6e.jpg,416,416,car,222,190,232,211
2045_jpg.rf.647b40f7fdb02b679956938cc0abcc6e.jpg,416,416,truck,240,166,256,210
2045_jpg.rf.647b40f7fdb02b679956938cc0abcc6e.jpg,416,416,car,367,217,407,282
00009565_jpg.rf.6551758672f50655f95785dc51573bd3.jpg,416,416,truck,29,54,381,367
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,truck,130,270,200,413
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,truck,229,297,300,415
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,truck,286,265,412,416
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,truck,219,246,243,287
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,truck,186,244,202,270
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,truck,336,238,372,270
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,truck,241,202,247,215
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,truck,251,195,259,206
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,container,274,186,300,201
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,container,204,189,210,205
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,container,209,203,231,247
1160_jpg.rf.64913b87aa153e09428200dfdafb6a37.jpg,416,416,car,193,199,197,206
00000428_jpg.rf.655e99328e6394b8ba342e43521fa435.jpg,416,416,car,56,113,345,311
00538274_jpg.rf.652db36172a6fd82a2f4d720e8a3a740.jpg,416,416,container,21,44,400,392
4143_jpg.rf.64cca4a360738e9ac8c40b7728db7796.jpg,416,416,bus,68,111,286,322
4143_jpg.rf.64cca4a360738e9ac8c40b7728db7796.jpg,416,416,car,3,210,72,306
1081_jpg.rf.65968f425196d671a7fca9d034ba8d09.jpg,416,416,car,163,220,180,245
1081_jpg.rf.65968f425196d671a7fca9d034ba8d09.jpg,416,416,bus,288,209,339,248
1081_jpg.rf.65968f425196d671a7fca9d034ba8d09.jpg,416,416,container,377,219,415,272
1081_jpg.rf.65968f425196d671a7fca9d034ba8d09.jpg,416,416,car,189,190,194,197
1081_jpg.rf.65968f425196d671a7fca9d034ba8d09.jpg,416,416,motorbike,153,190,156,195
1081_jpg.rf.65968f425196d671a7fca9d034ba8d09.jpg,416,416,truck,339,179,355,188
1081_jpg.rf.65968f425196d671a7fca9d034ba8d09.jpg,416,416,truck,325,201,364,220
00000314_jpg.rf.64917443055a611ba9a7ff756b06d965.jpg,416,416,car,67,103,370,414
00020247---Copy_jpg.rf.6495ae846cd85b028f4154f29bd2594e.jpg,416,416,truck,35,78,415,377
00000069_jpg.rf.650f93e97c8b18325486d4a2d933064e.jpg,416,416,car,12,3,414,413
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,bus,34,153,268,336
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,car,298,281,364,376
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,bus,263,106,335,221
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,car,363,140,388,179
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,car,399,124,415,179
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,car,400,93,415,124
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,car,332,106,346,131
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,car,344,99,356,132
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,car,336,132,352,154
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,car,369,93,380,119
4147_jpg.rf.65c2a96a1ba2abcb5c6c2c6afd879c50.jpg,416,416,car,358,93,369,119
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,bus,134,119,276,283
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,72,179,128,250
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,33,270,116,394
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,1,168,45,230
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,72,113,111,152
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,5,86,27,122
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,34,67,55,95
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,27,53,41,75
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,34,40,48,57
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,75,37,91,55
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,109,35,130,51
4139_jpg.rf.65c224e0e37893d5bb0e115de6d41da6.jpg,416,416,car,67,33,76,44
00023662_jpg.rf.659bfd5737478ed270395f5d99c9755c.jpg,416,416,container,33,8,385,365
1078_jpg.rf.6472ce68b9f67ab4eb5797c10ee2b419.jpg,416,416,car,180,228,196,258
1078_jpg.rf.6472ce68b9f67ab4eb5797c10ee2b419.jpg,416,416,car,332,302,401,367
1078_jpg.rf.6472ce68b9f67ab4eb5797c10ee2b419.jpg,416,416,truck,329,210,416,280
1078_jpg.rf.6472ce68b9f67ab4eb5797c10ee2b419.jpg,416,416,motorbike,126,211,132,219
1078_jpg.rf.6472ce68b9f67ab4eb5797c10ee2b419.jpg,416,416,motorbike,141,204,144,213
1078_jpg.rf.6472ce68b9f67ab4eb5797c10ee2b419.jpg,416,416,motorbike,152,202,154,206
1078_jpg.rf.6472ce68b9f67ab4eb5797c10ee2b419.jpg,416,416,car,185,199,191,205
1078_jpg.rf.6472ce68b9f67ab4eb5797c10ee2b419.jpg,416,416,motorbike,158,200,159,203
1271_jpg.rf.6616056a659678ce727f9be96b43878d.jpg,416,416,car,224,218,250,262
1271_jpg.rf.6616056a659678ce727f9be96b43878d.jpg,416,416,container,208,133,221,163
1271_jpg.rf.6616056a659678ce727f9be96b43878d.jpg,416,416,motorbike,136,154,139,163
1271_jpg.rf.6616056a659678ce727f9be96b43878d.jpg,416,416,motorbike,167,148,170,152
00000118_jpg.rf.64ff12e29c248fe87e3e9cb6f9798e0d.jpg,416,416,car,3,59,381,332
2039_jpg.rf.64a4576f8687d952ccbce2faffe8be57.jpg,416,416,truck,150,203,166,247
2039_jpg.rf.64a4576f8687d952ccbce2faffe8be57.jpg,416,416,container,141,185,153,210
2039_jpg.rf.64a4576f8687d952ccbce2faffe8be57.jpg,416,416,container,199,212,237,295
2039_jpg.rf.64a4576f8687d952ccbce2faffe8be57.jpg,416,416,container,186,187,199,225
2039_jpg.rf.64a4576f8687d952ccbce2faffe8be57.jpg,416,416,car,214,323,251,370
2039_jpg.rf.64a4576f8687d952ccbce2faffe8be57.jpg,416,416,container,265,323,332,415
2039_jpg.rf.64a4576f8687d952ccbce2faffe8be57.jpg,416,416,truck,167,193,175,209
2039_jpg.rf.64a4576f8687d952ccbce2faffe8be57.jpg,416,416,container,228,178,255,193
2039_jpg.rf.64a4576f8687d952ccbce2faffe8be57.jpg,416,416,truck,204,185,221,204
1187_jpg.rf.66536f85f00c1502cf8652fa58ad797c.jpg,416,416,bus,154,211,186,258
1187_jpg.rf.66536f85f00c1502cf8652fa58ad797c.jpg,416,416,truck,222,267,282,371
1187_jpg.rf.66536f85f00c1502cf8652fa58ad797c.jpg,416,416,truck,332,229,369,271
1187_jpg.rf.66536f85f00c1502cf8652fa58ad797c.jpg,416,416,truck,239,205,254,233
1187_jpg.rf.66536f85f00c1502cf8652fa58ad797c.jpg,416,416,container,196,190,206,214
1187_jpg.rf.66536f85f00c1502cf8652fa58ad797c.jpg,416,416,truck,242,194,248,203
1187_jpg.rf.66536f85f00c1502cf8652fa58ad797c.jpg,416,416,truck,278,185,297,195
1187_jpg.rf.66536f85f00c1502cf8652fa58ad797c.jpg,416,416,container,306,181,338,192
1187_jpg.rf.66536f85f00c1502cf8652fa58ad797c.jpg,416,416,bus,216,193,223,204
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,car,294,326,355,392
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,truck,220,233,253,292
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,truck,213,206,233,234
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,truck,180,209,207,269
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,car,175,203,183,214
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,truck,216,188,226,207
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,truck,204,184,212,200
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,bus,216,179,221,186
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,container,147,176,169,191
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,container,80,173,112,186
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,truck,114,179,121,187
1229_jpg.rf.662bdc65abbca5e71860f900b4255e49.jpg,416,416,car,288,214,306,231
4020_jpg.rf.65d44b4c58406ace3b260437a5f0c5ab.jpg,416,416,bus,121,61,285,259
4020_jpg.rf.65d44b4c58406ace3b260437a5f0c5ab.jpg,416,416,car,82,57,117,93
4020_jpg.rf.65d44b4c58406ace3b260437a5f0c5ab.jpg,416,416,car,28,41,53,77
4020_jpg.rf.65d44b4c58406ace3b260437a5f0c5ab.jpg,416,416,car,22,28,40,48
4020_jpg.rf.65d44b4c58406ace3b260437a5f0c5ab.jpg,416,416,car,50,24,72,44
4020_jpg.rf.65d44b4c58406ace3b260437a5f0c5ab.jpg,416,416,car,65,12,82,31
4020_jpg.rf.65d44b4c58406ace3b260437a5f0c5ab.jpg,416,416,car,13,17,30,35
4020_jpg.rf.65d44b4c58406ace3b260437a5f0c5ab.jpg,416,416,car,30,3,41,21
4020_jpg.rf.65d44b4c58406ace3b260437a5f0c5ab.jpg,416,416,car,49,5,63,18
4020_jpg.rf.65d44b4c58406ace3b260437a5f0c5ab.jpg,416,416,car,21,3,29,12
00000272_jpg.rf.66bb0cfc9bfa32309151a21b89e06cee.jpg,416,416,car,42,86,389,324
00015101_jpg.rf.667a5b074855c3b0f644cc8d7eed09b4.jpg,416,416,truck,17,8,415,414
00009889_jpg.rf.6720b1ff493292e4611830b81b20529f.jpg,416,416,truck,29,58,355,341
00014231_jpg.rf.6753df6c9a4018510952f283b9169003.jpg,416,416,truck,41,75,372,338
4098_jpg.rf.67dc3ce9d40cf81ced7cce7f25781e31.jpg,416,416,bus,99,130,330,270
00439859_jpg.rf.6796484682afc0eef10362f59b95201e.jpg,416,416,bus,16,33,380,415
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,container,303,325,416,416
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,car,177,258,197,281
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,container,133,270,186,416
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,container,1,244,127,414
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,truck,167,211,188,247
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,truck,326,240,346,273
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,truck,233,214,248,237
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,bus,225,199,238,219
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,truck,206,210,227,248
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,container,146,189,166,223
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,bus,192,190,203,209
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,truck,182,197,192,209
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,container,50,176,73,188
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,container,131,180,154,191
1104_jpg.rf.675994b5a760cebe9cfcc34a3d79fedf.jpg,416,416,truck,124,198,143,217
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,car,163,242,187,279
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,car,275,324,340,415
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,container,209,183,225,230
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,truck,231,183,246,217
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,motorbike,285,197,292,207
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,motorbike,267,189,270,198
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,motorbike,258,191,261,199
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,car,47,251,86,296
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,truck,1,221,46,266
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,motorbike,53,193,104,248
1048_jpg.rf.67cd356da7c75c71e06b1f01a5c55669.jpg,416,416,bus,1,195,49,223
4085_jpg.rf.6677cf9b3f47d90ee121b59f1908b610.jpg,416,416,bus,155,139,284,305
00020916_jpg.rf.6863fe543ae7e512531674f539afa0c2.jpg,416,416,truck,35,77,376,342
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,car,230,242,254,279
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,car,76,324,141,415
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,container,191,183,207,230
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,truck,170,183,185,217
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,motorbike,124,197,131,207
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,motorbike,146,189,149,198
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,motorbike,155,191,158,199
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,car,330,251,369,296
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,truck,371,221,416,266
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,motorbike,312,193,363,248
1048_jpg.rf.6719b3f3cde7c541ba98e73405d32037.jpg,416,416,bus,367,195,415,223
00014224_jpg.rf.67daae2ad269b79e28b0b342b871611e.jpg,416,416,truck,41,81,380,377
4156_jpg.rf.6856cb8d2b787b7e9085f58bf64503ab.jpg,416,416,bus,165,159,236,272
00019970_jpg.rf.6753d7df7b75468bfeb1671317d5f403.jpg,416,416,truck,23,45,387,365
1198_jpg.rf.6863be0dd60e600ad068b9ed81cae183.jpg,416,416,container,244,218,279,303
1198_jpg.rf.6863be0dd60e600ad068b9ed81cae183.jpg,416,416,container,206,206,237,288
1198_jpg.rf.6863be0dd60e600ad068b9ed81cae183.jpg,416,416,truck,170,203,185,230
1198_jpg.rf.6863be0dd60e600ad068b9ed81cae183.jpg,416,416,truck,42,232,80,271
1198_jpg.rf.6863be0dd60e600ad068b9ed81cae183.jpg,416,416,bus,215,187,222,198
1198_jpg.rf.6863be0dd60e600ad068b9ed81cae183.jpg,416,416,truck,162,188,172,205
1198_jpg.rf.6863be0dd60e600ad068b9ed81cae183.jpg,416,416,truck,47,181,69,192
00000623_jpg.rf.660f50daf50d9a4996659441cfcda660.jpg,416,416,car,10,67,396,344
00019075_jpg.rf.66e8a8fca028c17b32a249a2334e4439.jpg,416,416,truck,2,1,341,357
00000367_jpg.rf.67a0e080bdffcf316985109d94d03691.jpg,416,416,car,11,44,373,410
00458229_jpg.rf.686760ce47265871dfe4434c0aa41197.jpg,416,416,container,42,76,374,352
00000008_jpg.rf.68e3d7184be41313f5bfaef8484d85ef.jpg,416,416,car,13,37,355,379
1176_jpg.rf.67e3ef31667a22038680802e56aa52d2.jpg,416,416,car,244,223,257,239
1176_jpg.rf.67e3ef31667a22038680802e56aa52d2.jpg,416,416,container,220,201,233,231
1176_jpg.rf.67e3ef31667a22038680802e56aa52d2.jpg,416,416,container,182,200,193,225
1176_jpg.rf.67e3ef31667a22038680802e56aa52d2.jpg,416,416,truck,60,238,96,270
1176_jpg.rf.67e3ef31667a22038680802e56aa52d2.jpg,416,416,car,207,195,212,203
1176_jpg.rf.67e3ef31667a22038680802e56aa52d2.jpg,416,416,truck,174,195,183,208
1176_jpg.rf.67e3ef31667a22038680802e56aa52d2.jpg,416,416,container,191,193,201,208
1176_jpg.rf.67e3ef31667a22038680802e56aa52d2.jpg,416,416,container,163,187,175,203
1176_jpg.rf.67e3ef31667a22038680802e56aa52d2.jpg,416,416,truck,70,186,87,196
00000571_jpg.rf.682a716e6da1fb99d7f4a2a53e1ea6f6.jpg,416,416,car,43,87,367,352
1208_jpg.rf.68bed90c5980cd59f6b5ddd16a87602e.jpg,416,416,car,114,267,149,311
1208_jpg.rf.68bed90c5980cd59f6b5ddd16a87602e.jpg,416,416,truck,228,316,347,416
1208_jpg.rf.68bed90c5980cd59f6b5ddd16a87602e.jpg,416,416,truck,289,269,415,415
1208_jpg.rf.68bed90c5980cd59f6b5ddd16a87602e.jpg,416,416,container,169,209,201,286
1208_jpg.rf.68bed90c5980cd59f6b5ddd16a87602e.jpg,416,416,car,205,212,213,226
1208_jpg.rf.68bed90c5980cd59f6b5ddd16a87602e.jpg,416,416,truck,202,200,209,212
1208_jpg.rf.68bed90c5980cd59f6b5ddd16a87602e.jpg,416,416,truck,231,200,240,210
1208_jpg.rf.68bed90c5980cd59f6b5ddd16a87602e.jpg,416,416,car,187,196,191,202
1208_jpg.rf.68bed90c5980cd59f6b5ddd16a87602e.jpg,416,416,car,192,198,197,205
00000379_jpg.rf.69d0d6d28c3cfb2869d728bde34508f7.jpg,416,416,car,61,100,376,339
00018633_jpg.rf.6973687a76fe17cedd8b0e0032e79031.jpg,416,416,container,4,3,368,332
4101_jpg.rf.694039dd28b0ba9d8cd6c1ecdf3b2b17.jpg,416,416,bus,169,55,334,296
4101_jpg.rf.694039dd28b0ba9d8cd6c1ecdf3b2b17.jpg,416,416,car,382,177,415,296
4101_jpg.rf.694039dd28b0ba9d8cd6c1ecdf3b2b17.jpg,416,416,car,376,102,397,175
4101_jpg.rf.694039dd28b0ba9d8cd6c1ecdf3b2b17.jpg,416,416,car,401,93,415,161
4101_jpg.rf.694039dd28b0ba9d8cd6c1ecdf3b2b17.jpg,416,416,car,351,86,385,122
